"","DateTime","State","Hourly Demand Met (in MW)","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"551",2022-01-24 14:00:00,"Kerala - 2022",3109.35,26,"19 °C",65,"NNW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"552",2022-01-24 15:00:00,"Kerala - 2022",3236.01,25,"20 °C",74,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"553",2022-01-24 16:00:00,"Kerala - 2022",3238.71,25,"20 °C",74,"NNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"554",2022-01-24 17:00:00,"Kerala - 2022",3275.81,24,"19 °C",73,"N","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"555",2022-01-24 18:00:00,"Kerala - 2022",3225.75,24,"18 °C",69,"NNW","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"556",2022-01-24 19:00:00,"Kerala - 2022",3740.45,24,"18 °C",69,"NW","11 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"557",2022-01-24 20:00:00,"Kerala - 2022",3579.37,23,"17 °C",69,"NW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"558",2022-01-24 21:00:00,"Kerala - 2022",3447.36,23,"17 °C",69,"NNW","6 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"559",2022-01-24 22:00:00,"Kerala - 2022",3348.91,22,"18 °C",78,"E","4 km/h","0 km/h","996.10 hPa","0.0 mm","Haze"
"560",2022-01-24 23:00:00,"Kerala - 2022",3066.36,20,"18 °C",88,"ENE","6 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"561",2022-01-25 01:00:00,"Kerala - 2022",2649.83,20,"18 °C",88,"ENE","4 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"562",2022-01-25 02:00:00,"Kerala - 2022",2585.92,20,"18 °C",88,"ENE","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"563",2022-01-25 03:00:00,"Kerala - 2022",2525.4,21,"18 °C",83,"E","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"564",2022-01-25 04:00:00,"Kerala - 2022",2493.77,24,"19 °C",73,"E","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"565",2022-01-25 05:00:00,"Kerala - 2022",2505.62,26,"17 °C",57,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"566",2022-01-25 06:00:00,"Kerala - 2022",2680.59,28,"17 °C",51,"N","11 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"567",2022-01-25 06:00:00,"Kerala - 2022",2680.59,28,"16 °C",48,"WNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"568",2022-01-25 07:00:00,"Kerala - 2022",2855.43,29,"17 °C",48,"NW","9 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"569",2022-01-25 08:00:00,"Kerala - 2022",2955.43,29,"16 °C",45,"WNW","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"570",2022-01-25 09:00:00,"Kerala - 2022",2976.44,30,"16 °C",43,"WNW","11 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"571",2022-01-25 10:00:00,"Kerala - 2022",3049.85,30,"17 °C",45,"NW","9 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"572",2022-01-25 11:00:00,"Kerala - 2022",3081.5,28,"18 °C",54,"W","17 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"573",2022-01-25 12:00:00,"Kerala - 2022",3106.19,27,"19 °C",61,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"574",2022-01-25 13:00:00,"Kerala - 2022",3081.55,26,"19 °C",65,"NW","7 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"575",2022-01-25 14:00:00,"Kerala - 2022",3047.14,25,"19 °C",69,"NW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"576",2022-01-25 15:00:00,"Kerala - 2022",3159.07,25,"20 °C",74,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"577",2022-01-25 16:00:00,"Kerala - 2022",3184.36,25,"19 °C",69,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"578",2022-01-25 17:00:00,"Kerala - 2022",3211.16,24,"19 °C",73,"NNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"579",2022-01-25 18:00:00,"Kerala - 2022",3192.7,24,"19 °C",73,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"580",2022-01-25 19:00:00,"Kerala - 2022",3690.21,24,"19 °C",73,"N","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"581",2022-01-25 20:00:00,"Kerala - 2022",3532.39,23,"18 °C",73,"NW","4 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"582",2022-01-25 21:00:00,"Kerala - 2022",3446.38,23,"18 °C",73,"N","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"583",2022-01-25 22:00:00,"Kerala - 2022",3338.3,23,"19 °C",78,"NNE","6 km/h","0 km/h","996.10 hPa","0.0 mm","Haze"
"584",2022-01-25 23:00:00,"Kerala - 2022",3058.94,21,"18 °C",83,"ENE","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"585",2022-01-26 01:00:00,"Kerala - 2022",2632.36,22,"19 °C",83,"ESE","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"586",2022-01-26 02:00:00,"Kerala - 2022",2557.91,21,"19 °C",88,"E","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"587",2022-01-26 03:00:00,"Kerala - 2022",2505.41,22,"19 °C",83,"ENE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Partly Cloudy"
"588",2022-01-26 04:00:00,"Kerala - 2022",2462.04,25,"19 °C",69,"E","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"589",2022-01-26 05:00:00,"Kerala - 2022",2461.4,26,"19 °C",65,"NNE","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"590",2022-01-26 06:00:00,"Kerala - 2022",2591.8,30,"17 °C",45,"NNE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"591",2022-01-26 06:00:00,"Kerala - 2022",2591.8,28,"17 °C",51,"NNE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"592",2022-01-26 07:00:00,"Kerala - 2022",2769.87,30,"18 °C",48,"NE","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"593",2022-01-26 08:00:00,"Kerala - 2022",2782.28,30,"18 °C",48,"WSW","19 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"594",2022-01-26 09:00:00,"Kerala - 2022",2773.18,30,"19 °C",51,"WSW","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"595",2022-01-26 10:00:00,"Kerala - 2022",2786.77,29,"18 °C",51,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"596",2022-01-26 11:00:00,"Kerala - 2022",2795.23,28,"19 °C",58,"W","20 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"597",2022-01-26 12:00:00,"Kerala - 2022",2838.55,27,"20 °C",65,"WNW","15 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"598",2022-01-26 13:00:00,"Kerala - 2022",2831.36,26,"20 °C",69,"WNW","9 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"599",2022-01-26 14:00:00,"Kerala - 2022",2749.42,26,"20 °C",69,"WNW","4 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"600",2022-01-26 15:00:00,"Kerala - 2022",2864.36,26,"21 °C",74,"NW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"601",2022-01-26 16:00:00,"Kerala - 2022",2923.6,25,"20 °C",74,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"602",2022-01-26 17:00:00,"Kerala - 2022",2998.29,25,"20 °C",74,"NW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"603",2022-01-26 18:00:00,"Kerala - 2022",2985.2,25,"20 °C",74,"NNW","4 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"604",2022-01-26 19:00:00,"Kerala - 2022",3475.07,25,"20 °C",74,"NNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"605",2022-01-26 20:00:00,"Kerala - 2022",3374.1,24,"20 °C",78,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"606",2022-01-26 21:00:00,"Kerala - 2022",3271.85,23,"20 °C",83,"E","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"607",2022-01-26 22:00:00,"Kerala - 2022",3205.3,22,"20 °C",88,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"608",2022-01-26 23:00:00,"Kerala - 2022",2968.52,22,"20 °C",88,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"609",2022-01-27 01:00:00,"Kerala - 2022",2549,22,"20 °C",88,"ENE","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"610",2022-01-27 02:00:00,"Kerala - 2022",2481.15,22,"20 °C",88,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"611",2022-01-27 03:00:00,"Kerala - 2022",2433.58,22,"20 °C",88,"NE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"612",2022-01-27 04:00:00,"Kerala - 2022",2362.85,25,"20 °C",74,"ENE","9 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"613",2022-01-27 05:00:00,"Kerala - 2022",2387.42,28,"20 °C",62,"E","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"614",2022-01-27 06:00:00,"Kerala - 2022",2595.01,30,"18 °C",48,"S","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"615",2022-01-27 06:00:00,"Kerala - 2022",2595.01,30,"18 °C",48,"E","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"616",2022-01-27 07:00:00,"Kerala - 2022",2819.19,32,"19 °C",46,"ENE","4 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"617",2022-01-27 08:00:00,"Kerala - 2022",2946.12,32,"19 °C",46,"WNW","6 km/h","0 km/h","994.12 hPa","0.0 mm","Fair"
"618",2022-01-27 09:00:00,"Kerala - 2022",2969.94,32,"20 °C",49,"WNW","7 km/h","0 km/h","993.14 hPa","0.0 mm","Fair"
"619",2022-01-27 10:00:00,"Kerala - 2022",3062.12,31,"19 °C",49,"W","15 km/h","0 km/h","993.14 hPa","0.0 mm","Fair"
"620",2022-01-27 11:00:00,"Kerala - 2022",3123.21,29,"19 °C",55,"WNW","13 km/h","0 km/h","993.14 hPa","0.0 mm","Fair"
"621",2022-01-27 12:00:00,"Kerala - 2022",3156.04,28,"20 °C",62,"W","9 km/h","0 km/h","994.12 hPa","0.0 mm","Fair"
"622",2022-01-27 13:00:00,"Kerala - 2022",3107.94,27,"20 °C",65,"W","6 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"623",2022-01-27 14:00:00,"Kerala - 2022",3126.02,27,"20 °C",65,"NNW","4 km/h","0 km/h","996.10 hPa","0.0 mm","Haze"
"624",2022-01-27 15:00:00,"Kerala - 2022",3255.45,27,"20 °C",65,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"625",2022-01-27 16:00:00,"Kerala - 2022",3265.95,27,"20 °C",65,"SSW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"626",2022-01-27 17:00:00,"Kerala - 2022",3316.28,26,"21 °C",74,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"627",2022-01-27 18:00:00,"Kerala - 2022",3305.31,26,"21 °C",74,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"628",2022-01-27 19:00:00,"Kerala - 2022",3762.67,26,"21 °C",74,"CALM","0 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"629",2022-01-27 20:00:00,"Kerala - 2022",3646.23,25,"21 °C",78,"SSE","4 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"630",2022-01-27 21:00:00,"Kerala - 2022",3508.33,25,"21 °C",78,"CALM","0 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"631",2022-01-27 22:00:00,"Kerala - 2022",3447.08,25,"21 °C",78,"CALM","0 km/h","0 km/h","996.10 hPa","0.0 mm","Haze"
"632",2022-01-27 23:00:00,"Kerala - 2022",3186.59,25,"21 °C",78,"CALM","0 km/h","0 km/h","996.10 hPa","0.0 mm","Haze"
"633",2022-01-28 01:00:00,"Kerala - 2022",2741.15,24,"21 °C",83,"ENE","9 km/h","0 km/h","997.09 hPa","0.0 mm","Haze"
"634",2022-01-28 02:00:00,"Kerala - 2022",2637.08,24,"21 °C",83,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"635",2022-01-28 03:00:00,"Kerala - 2022",2584.68,24,"21 °C",83,"E","9 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"636",2022-01-28 04:00:00,"Kerala - 2022",2547.84,26,"21 °C",74,"ENE","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"637",2022-01-28 05:00:00,"Kerala - 2022",2526.3,29,"20 °C",58,"E","13 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"638",2022-01-28 06:00:00,"Kerala - 2022",2698.72,31,"20 °C",52,"ENE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Haze"
"639",2022-01-28 06:00:00,"Kerala - 2022",2698.72,32,"20 °C",49,"ESE","13 km/h","0 km/h","998.08 hPa","0.0 mm","Mostly Cloudy"
"640",2022-01-28 07:00:00,"Kerala - 2022",2907.24,33,"18 °C",41,"SE","9 km/h","0 km/h","997.09 hPa","0.0 mm","Mostly Cloudy"
"641",2022-01-28 08:00:00,"Kerala - 2022",3046.3,34,"18 °C",38,"S","11 km/h","0 km/h","995.11 hPa","0.0 mm","Partly Cloudy"
"642",2022-01-28 09:00:00,"Kerala - 2022",3031.6,34,"17 °C",36,"SSE","9 km/h","0 km/h","995.11 hPa","0.0 mm","Partly Cloudy"
"643",2022-01-28 10:00:00,"Kerala - 2022",3037.95,32,"19 °C",46,"NNE","6 km/h","0 km/h","994.12 hPa","0.0 mm","Partly Cloudy"
"644",2022-01-28 11:00:00,"Kerala - 2022",3053.37,32,"18 °C",43,"CALM","0 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"645",2022-01-28 12:00:00,"Kerala - 2022",3084.57,31,"20 °C",52,"CALM","0 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"646",2022-01-28 13:00:00,"Kerala - 2022",3008.09,28,"22 °C",70,"NNW","7 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"647",2022-01-28 14:00:00,"Kerala - 2022",3007.24,28,"22 °C",70,"WNW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"648",2022-01-28 15:00:00,"Kerala - 2022",3216.39,27,"22 °C",74,"S","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"649",2022-01-28 16:00:00,"Kerala - 2022",3228.84,26,"23 °C",83,"S","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"650",2022-01-28 17:00:00,"Kerala - 2022",3329.41,25,"22 °C",83,"SSE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"651",2022-01-29 09:00:00,"Kerala - 2022",3034.06,33,"18 °C",41,"NE","7 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"652",2022-01-29 10:00:00,"Kerala - 2022",3054.6,33,"21 °C",49,"W","17 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"653",2022-01-29 11:00:00,"Kerala - 2022",3144.94,31,"21 °C",55,"W","13 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"654",2022-01-29 12:00:00,"Kerala - 2022",3158.38,29,"22 °C",66,"W","11 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"655",2022-01-29 13:00:00,"Kerala - 2022",3180.91,28,"22 °C",70,"WNW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"656",2022-01-29 14:00:00,"Kerala - 2022",3148.31,27,"22 °C",74,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"657",2022-01-29 15:00:00,"Kerala - 2022",3309.08,27,"23 °C",79,"W","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"658",2022-01-29 16:00:00,"Kerala - 2022",3255.1,27,"23 °C",79,"W","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"659",2022-01-29 17:00:00,"Kerala - 2022",3346.39,27,"23 °C",79,"SSW","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"660",2022-01-29 18:00:00,"Kerala - 2022",3259.86,26,"23 °C",83,"SSW","4 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"661",2022-01-29 19:00:00,"Kerala - 2022",3747.31,26,"23 °C",83,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"662",2022-01-29 20:00:00,"Kerala - 2022",3660.75,26,"23 °C",83,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"663",2022-01-29 21:00:00,"Kerala - 2022",3608.98,25,"23 °C",89,"ENE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"664",2022-01-29 22:00:00,"Kerala - 2022",3556.54,24,"23 °C",94,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"665",2022-01-29 23:00:00,"Kerala - 2022",3338.16,24,"23 °C",94,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"666",2022-01-30 01:00:00,"Kerala - 2022",2889.65,23,"21 °C",88,"ENE","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"667",2022-01-30 02:00:00,"Kerala - 2022",2792.08,23,"21 °C",88,"ENE","9 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"668",2022-01-30 03:00:00,"Kerala - 2022",2694.38,24,"21 °C",83,"ENE","7 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"669",2022-01-30 04:00:00,"Kerala - 2022",2652.21,27,"21 °C",70,"E","11 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"670",2022-01-30 05:00:00,"Kerala - 2022",2634.4,29,"21 °C",62,"E","6 km/h","0 km/h","1,001.04 hPa","0.0 mm","Fair"
"671",2022-01-30 06:00:00,"Kerala - 2022",2686.57,31,"20 °C",52,"CALM","0 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fair"
"672",2022-01-30 06:00:00,"Kerala - 2022",2686.57,32,"21 °C",52,"E","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"673",2022-01-30 07:00:00,"Kerala - 2022",2754.86,32,"20 °C",49,"NW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"674",2022-01-30 08:00:00,"Kerala - 2022",2763.37,34,"19 °C",41,"SE","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"675",2022-01-30 09:00:00,"Kerala - 2022",2684.65,34,"21 °C",46,"N","7 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"676",2022-01-30 10:00:00,"Kerala - 2022",2622.83,33,"21 °C",49,"W","13 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"677",2022-01-30 11:00:00,"Kerala - 2022",2563.94,32,"21 °C",52,"W","13 km/h","0 km/h","995.11 hPa","0.0 mm","Fair"
"678",2022-01-30 12:00:00,"Kerala - 2022",2607.87,30,"22 °C",62,"W","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"679",2022-01-30 13:00:00,"Kerala - 2022",2654.08,29,"23 °C",70,"WSW","7 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"680",2022-01-30 14:00:00,"Kerala - 2022",2693.56,28,"24 °C",79,"WNW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"681",2022-01-30 15:00:00,"Kerala - 2022",2788.69,28,"24 °C",79,"W","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"682",2022-01-30 16:00:00,"Kerala - 2022",2782.14,27,"24 °C",84,"SSW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"683",2022-01-30 17:00:00,"Kerala - 2022",2866.49,27,"24 °C",84,"SSW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"684",2022-01-30 18:00:00,"Kerala - 2022",2955.11,27,"24 °C",84,"S","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"685",2022-01-30 19:00:00,"Kerala - 2022",3456.51,26,"24 °C",89,"CALM","0 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"686",2022-01-30 20:00:00,"Kerala - 2022",3432.32,25,"24 °C",94,"E","4 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"687",2022-01-30 21:00:00,"Kerala - 2022",3463.46,25,"23 °C",89,"E","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"688",2022-01-30 22:00:00,"Kerala - 2022",3501.82,24,"23 °C",94,"E","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fog"
"689",2022-01-30 23:00:00,"Kerala - 2022",3282.1,24,"23 °C",94,"E","4 km/h","0 km/h","997.09 hPa","0.0 mm","Fog"
"690",2022-01-31 01:00:00,"Kerala - 2022",2873.32,24,"23 °C",94,"E","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"691",2022-01-31 02:00:00,"Kerala - 2022",2764.48,24,"22 °C",89,"ENE","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fog"
"692",2022-01-31 03:00:00,"Kerala - 2022",2669.76,25,"23 °C",89,"NE","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fog"
"693",2022-01-31 04:00:00,"Kerala - 2022",2613.44,27,"23 °C",79,"ENE","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Fog"
"694",2022-01-31 05:00:00,"Kerala - 2022",2668.03,29,"23 °C",70,"S","4 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"695",2022-01-31 06:00:00,"Kerala - 2022",2771.63,30,"22 °C",62,"NW","6 km/h","0 km/h","1,000.05 hPa","0.0 mm","Haze"
"696",2022-01-31 06:00:00,"Kerala - 2022",2771.63,32,"22 °C",55,"E","4 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"697",2022-01-31 07:00:00,"Kerala - 2022",3004.52,31,"22 °C",58,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"698",2022-01-31 08:00:00,"Kerala - 2022",3033.94,33,"22 °C",52,"WSW","11 km/h","0 km/h","997.09 hPa","0.0 mm","Partly Cloudy"
"699",2022-01-31 09:00:00,"Kerala - 2022",3064.96,33,"22 °C",52,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Partly Cloudy"
"700",2022-01-31 10:00:00,"Kerala - 2022",3246.37,32,"21 °C",52,"W","15 km/h","0 km/h","996.10 hPa","0.0 mm","Partly Cloudy"
"701",2022-01-31 11:00:00,"Kerala - 2022",3301.51,31,"21 °C",55,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"702",2022-01-31 12:00:00,"Kerala - 2022",3391.13,30,"21 °C",58,"NW","11 km/h","0 km/h","996.10 hPa","0.0 mm","Fair"
"703",2022-01-31 13:00:00,"Kerala - 2022",3374.82,29,"22 °C",66,"WNW","6 km/h","0 km/h","997.09 hPa","0.0 mm","Fair"
"704",2022-01-31 14:00:00,"Kerala - 2022",3363.03,28,"23 °C",74,"NW","7 km/h","0 km/h","998.08 hPa","0.0 mm","Haze"
"705",2022-01-31 15:00:00,"Kerala - 2022",3532.61,27,"24 °C",84,"NW","6 km/h","0 km/h","998.08 hPa","0.0 mm","Fair"
"706",2022-01-31 16:00:00,"Kerala - 2022",3535.85,27,"24 °C",84,"NW","7 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
"707",2022-01-31 17:00:00,"Kerala - 2022",3539.14,27,"24 °C",84,"NW","6 km/h","0 km/h","999.06 hPa","0.0 mm","Fair"
